Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
2575,Pro Evolution Soccer 2010,PSP,2009.0,Sports,Konami Digital Entertainment,0.09,0.33,0.2,0.18,0.8
2901,Ratchet & Clank: Into the Nexus,PS3,2013.0,Shooter,Sony Computer Entertainment,0.3,0.29,0.0,0.11,0.71
12323,Zill O'll Infinite Plus,PSP,2009.0,Role-Playing,Tecmo Koei,0.0,0.0,0.06,0.0,0.06
7075,Wipeout 2,3DS,2011.0,Misc,Activision,0.22,0.0,0.0,0.01,0.23
1499,Skylanders Giants,X360,2012.0,Action,Activision,0.75,0.45,0.0,0.11,1.32
8694,The Walking Dead: Season One,XOne,2014.0,Adventure,Telltale Games,0.08,0.06,0.0,0.01,0.16
5687,Catherine,X360,2011.0,Adventure,Deep Silver,0.2,0.06,0.03,0.02,0.32
11667,No One Can Stop Mr. Domino!,PS,1998.0,Misc,JVC,0.04,0.03,0.0,0.0,0.08
11662,Katekyoo Hitman Reborn! DS: Flame Rumble Hyper - Moeyo Mirai,DS,2008.0,Fighting,Takara Tomy,0.0,0.0,0.08,0.0,0.08
13283,Smash Court Tennis 3,PSP,2007.0,Sports,Namco Bandai Games,0.01,0.01,0.01,0.01,0.05
10068,International Track & Field 2000,PS,1999.0,Sports,Konami Digital Entertainment,0.06,0.04,0.0,0.01,0.11
10188,Astro Boy: The Video Game,PS2,2009.0,Action,D3Publisher,0.05,0.04,0.0,0.01,0.11
9854,nail'd,PS3,2010.0,Racing,Deep Silver,0.08,0.02,0.0,0.02,0.12
8994,MLB SlugFest 20-03,GC,2002.0,Sports,Midway Games,0.11,0.03,0.0,0.0,0.15
8415,Gauntlet: Dark Legacy,XB,2002.0,Action,Midway Games,0.13,0.04,0.0,0.01,0.17
10335,Blades of Time,X360,2012.0,Action,Konami Digital Entertainment,0.07,0.03,0.0,0.01,0.11
14021,World Championship Pool 2004,XB,2003.0,Sports,Jaleco,0.03,0.01,0.0,0.0,0.04
1881,Namco Museum Battle Collection,PSP,2005.0,Misc,Sony Computer Entertainment,0.75,0.18,0.0,0.16,1.09
2521,Tales of the Abyss,3DS,2011.0,Role-Playing,Namco Bandai Games,0.42,0.19,0.14,0.06,0.82
3763,SpongeBob SquarePants featuring Nicktoons: Globs of Doom,Wii,2008.0,Action,THQ,0.49,0.0,0.0,0.04,0.53
249,Tony Hawk's Pro Skater 3,PS2,2001.0,Sports,Activision,2.66,1.29,0.01,0.46,4.41
5380,Super Bust-A-Move,PS2,2000.0,Puzzle,Acclaim Entertainment,0.17,0.13,0.0,0.04,0.34
5719,Jikkyou Powerful Pro Yakyuu Portable 3,PSP,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.31,0.0,0.31
13266,Deadliest Catch: Alaskan Storm,X360,2008.0,Sports,Navarre Corp,0.04,0.0,0.0,0.0,0.05
13515,Chou Gekijoban Keroro Gunsou: Gekishin Dragon Warriors de Arimasu!,DS,2009.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
14962,Spy Hunter: Nowhere To Run,PS2,2006.0,Racing,Midway Games,0.01,0.01,0.0,0.0,0.02
11984,Battlezone: Rise of the Black Dogs,N64,2000.0,Strategy,Crave Entertainment,0.06,0.01,0.0,0.0,0.07
2599,Dragon Ball Z: Budokai Tenkaichi 2,PS2,2006.0,Fighting,Atari,0.66,0.02,0.0,0.11,0.79
4884,LEGO The Lord of the Rings,3DS,2012.0,Action,Warner Bros. Interactive Entertainment,0.19,0.17,0.0,0.03,0.39
5989,WinBack: Covert Operations,PS2,2000.0,Shooter,Midas Interactive Entertainment,0.14,0.11,0.0,0.04,0.29
15190,Quiz Present Variety Q-Sama!! DS: Pressure Study x Atama Gai Kunaru Drill SP,DS,2011.0,Misc,Plenty,0.0,0.0,0.02,0.0,0.02
8342,Spawn: Armageddon,XB,2003.0,Action,Electronic Arts,0.13,0.04,0.0,0.01,0.17
9628,Left Brain Right Brain 2,DS,2008.0,Misc,Majesco Entertainment,0.12,0.0,0.0,0.01,0.13
2198,Colin McRae Rally 04,PS2,2003.0,Racing,Codemasters,0.01,0.71,0.01,0.21,0.94
16084,Pro Angler Moves,PS3,2012.0,Sports,"Interworks Unlimited, Inc.",0.01,0.0,0.0,0.0,0.01
8351,Disney's Home on the Range,GBA,2004.0,Action,Disney Interactive Studios,0.12,0.04,0.0,0.0,0.17
16287,The Ultimate Battle of the Sexes,Wii,2010.0,Misc,DTP Entertainment,0.01,0.01,0.0,0.0,0.01
14934,Tropico Reloaded,PC,2009.0,Strategy,Kalypso Media,0.0,0.02,0.0,0.0,0.02
12401,The Next BIG Thing,PC,2011.0,Adventure,Focus Home Interactive,0.0,0.05,0.0,0.01,0.06
6586,NASCAR 09,PS3,2008.0,Racing,Electronic Arts,0.22,0.01,0.0,0.02,0.26
9683,Worms 3D,PS2,2003.0,Strategy,Sega,0.06,0.05,0.0,0.02,0.12
884,Jet Moto 2,PS,1997.0,Racing,Sony Computer Entertainment,1.41,0.42,0.03,0.07,1.94
16077,Umihara Kawase Jun: Second Edition Kanzenban,DS,2009.0,Puzzle,Genterprise,0.0,0.0,0.01,0.0,0.01
1627,Bayonetta,PS3,2009.0,Action,Sega,0.44,0.41,0.21,0.17,1.23
15320,Hot 'n' Cold,DS,2009.0,Action,Majesco Entertainment,0.02,0.0,0.0,0.0,0.02
2602,Guitar Hero: Aerosmith,PS2,2008.0,Misc,Activision,0.61,0.0,0.0,0.18,0.79
14947,BeatMania IIDX 11: IIDX Red,PS2,2006.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
136,Super Mario Sunshine,GC,2002.0,Platform,Nintendo,4.01,1.26,0.87,0.17,6.31
12616,Dance Sensation!,Wii,2010.0,Misc,Majesco Entertainment,0.06,0.0,0.0,0.0,0.06
4820,Final Fantasy Crystal Chronicles: The Crystal Bearers,Wii,2009.0,Action,Square Enix,0.22,0.08,0.08,0.03,0.4
8264,NHL 2K9,X360,2008.0,Sports,Take-Two Interactive,0.15,0.01,0.0,0.01,0.17
4434,Tiger Woods PGA Tour 2003,XB,2002.0,Sports,Electronic Arts,0.35,0.08,0.0,0.01,0.44
3407,2002 FIFA World Cup,PS2,2002.0,Sports,Electronic Arts,0.21,0.17,0.16,0.06,0.59
1055,Kirby's Return to Dreamland,Wii,2011.0,Platform,Nintendo,0.62,0.21,0.79,0.08,1.7
15141,Plants vs. Zombies: Garden Warfare,PC,2014.0,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.02
3218,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",X360,2009.0,Shooter,Activision,0.34,0.23,0.0,0.06,0.63
3307,Small Soldiers,PS,1998.0,Platform,Electronic Arts,0.34,0.23,0.0,0.04,0.61
1097,NCAA Football 2004,PS2,2003.0,Sports,Electronic Arts,1.35,0.09,0.0,0.23,1.67
10151,Monkey Island: Special Edition Collection,PS3,2011.0,Adventure,Activision,0.0,0.08,0.0,0.03,0.11
10053,Shinseiki Evangelion: Koutetsu no Girlfriend,PS,1998.0,Adventure,Gainax Network Systems,0.0,0.0,0.11,0.01,0.11
3940,NBA Ballers,XB,2004.0,Sports,Midway Games,0.37,0.11,0.0,0.02,0.51
7883,Warriors: Legends of Troy,PS3,2011.0,Action,Tecmo Koei,0.06,0.05,0.07,0.02,0.19
15508,Point Blank 3,PS,2000.0,Shooter,Namco Bandai Games,0.01,0.01,0.0,0.0,0.02
7278,Wreckless: ThE YaKuza MisSiOns,PS2,2002.0,Racing,Activision,0.11,0.08,0.0,0.03,0.22
2141,NBA 2K16,X360,2015.0,Sports,Take-Two Interactive,0.77,0.1,0.0,0.1,0.97
1366,Inazuma Eleven 2,DS,2009.0,Role-Playing,Nintendo,0.0,0.21,1.18,0.03,1.42
13316,Wii de Asobu Chibi-Robo!,Wii,2009.0,Adventure,Nintendo,0.0,0.0,0.05,0.0,0.05
8251,Dungeon Siege III,PC,2011.0,Role-Playing,Square Enix,0.08,0.08,0.0,0.02,0.17
3969,Activision Anthology,PS2,2002.0,Misc,Activision,0.25,0.19,0.0,0.06,0.5
878,Def Jam Vendetta,PS2,2003.0,Fighting,Electronic Arts,0.95,0.74,0.0,0.25,1.94
2998,FIFA Soccer 06,XB,2005.0,Sports,Electronic Arts,0.29,0.38,0.0,0.01,0.68
14574,Mahjong Kakutou Club: Zenkoku Taisenban,PS3,2006.0,Misc,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
276,FIFA 12,X360,2011.0,Sports,Electronic Arts,0.84,2.79,0.02,0.53,4.19
2485,Battle of Giants: Dinosaurs,DS,2008.0,Strategy,Ubisoft,0.38,0.37,0.0,0.09,0.83
7073,Genji: Dawn of the Samurai,PS2,2005.0,Action,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23
3042,Command & Conquer: Red Alert 3,PC,2008.0,Strategy,Electronic Arts,0.01,0.64,0.0,0.02,0.67
6519,Bust A Groove 2,PS,1999.0,Misc,Enix Corporation,0.04,0.03,0.18,0.02,0.26
1161,Diablo,PC,1996.0,Role-Playing,Activision,0.01,1.58,0.0,0.0,1.59
12477,Hagane no Renkinjutsushi - Fullmetal Alchemist: Yakusoku no Hi e,PSP,2010.0,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
7765,Steins;Gate,PSP,2011.0,Adventure,Kadokawa Shoten,0.0,0.0,0.19,0.0,0.19
13168,Stretch Panic,PS2,2001.0,Platform,Midas Interactive Entertainment,0.02,0.02,0.0,0.01,0.05
4585,Super Wagyan Land,SNES,1991.0,Action,Namco Bandai Games,0.0,0.0,0.42,0.0,0.42
7847,Inazuma Eleven Strikers 2012 Xtreme,Wii,2011.0,Role-Playing,Level 5,0.0,0.0,0.19,0.0,0.19
8425,"Go, Diego, Go! Safari Rescue",DS,2007.0,Adventure,Take-Two Interactive,0.15,0.01,0.0,0.01,0.17
4540,FIFA 14,Wii,2013.0,Sports,Electronic Arts,0.0,0.38,0.0,0.05,0.43
11614,Nanashi no Game,DS,2008.0,Adventure,Square Enix,0.0,0.0,0.08,0.0,0.08
558,Madden NFL 11,X360,2010.0,Sports,Electronic Arts,2.38,0.12,0.0,0.18,2.69
6823,AC/DC LIVE: Rock Band Track Pack,PS3,2008.0,Misc,MTV Games,0.21,0.01,0.0,0.02,0.24
5112,Cabela's Deer Hunt 2005 Season,PS2,2004.0,Sports,Activision,0.18,0.14,0.0,0.05,0.37
1927,WWE SmackDown vs. Raw 2010,PS2,2009.0,Fighting,THQ,0.53,0.01,0.0,0.54,1.07
845,Forza Horizon,X360,2012.0,Racing,Microsoft Game Studios,0.82,0.98,0.04,0.18,2.02
14039,Super Robot Taisen: Scramble Commander the 2nd,PS2,2007.0,Strategy,Banpresto,0.0,0.0,0.04,0.0,0.04
11409,I Am In The Movie,Wii,2012.0,Simulation,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08
14079,Hotel Giant 2,PC,2008.0,Strategy,JoWood Productions,0.0,0.03,0.0,0.01,0.04
6013,Disney Channel: All Star Party,Wii,2010.0,Misc,Disney Interactive Studios,0.18,0.08,0.0,0.02,0.29
6178,Mission: Impossible - Operation Surma,PS2,2003.0,Platform,Atari,0.14,0.11,0.0,0.04,0.28
910,Max Payne 3,PS3,2012.0,Shooter,Take-Two Interactive,0.59,0.92,0.06,0.32,1.9
14431,Tantei Jinguuji Saburo DS: Kienai Kokoro,DS,2008.0,Adventure,Arc System Works,0.0,0.0,0.03,0.0,0.03
1189,Donkey Kong Classics,NES,1988.0,Platform,Nintendo,0.59,0.14,0.81,0.02,1.56
11260,Chameleon,PSP,2006.0,Puzzle,505 Games,0.07,0.0,0.0,0.01,0.08
8274,Watchmen: The End is Nigh - The Complete Experience,PS3,2009.0,Action,Warner Bros. Interactive Entertainment,0.08,0.07,0.0,0.02,0.17
11645,The Idolm@ster,X360,2007.0,Simulation,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08
15330,Commando: Steel Disaster,DS,2008.0,Shooter,Lexicon Entertainment,0.02,0.0,0.0,0.0,0.02
9741,Madden NFL 06,DS,2005.0,Sports,Electronic Arts,0.11,0.0,0.0,0.01,0.12
6329,Battle of Giants: Mutant Insects,DS,2010.0,Strategy,Ubisoft,0.09,0.15,0.0,0.03,0.27
15890,Romance of the Three Kingdoms XII,WiiU,2012.0,Strategy,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
14341,River City Super Sports Challenge,DS,2010.0,Sports,Arc System Works,0.01,0.0,0.02,0.0,0.03
12835,Drivers Ed Portable,DS,2008.0,Misc,JoWood Productions,0.05,0.0,0.0,0.0,0.05
4635,Blazing Angels: Squadrons of WWII,X360,2006.0,Simulation,Ubisoft,0.36,0.03,0.0,0.03,0.42
9463,Illusion of Gaia,SNES,1993.0,Role-Playing,Nintendo,0.0,0.0,0.13,0.0,0.13
5114,Rampage: Total Destruction,PS2,2006.0,Action,Midway Games,0.18,0.14,0.0,0.05,0.37
15647,NHL 2K3,GC,2002.0,Sports,Sega,0.01,0.0,0.0,0.0,0.02
13800,Metal Slug XX,PSP,2009.0,Shooter,DHM Interactive,0.03,0.0,0.0,0.0,0.04
5138,Bionic Commando,PS3,2009.0,Platform,Capcom,0.12,0.17,0.01,0.07,0.37
2496,Sly 3: Honor Among Thieves,PS2,2005.0,Platform,Sony Computer Entertainment,0.69,0.03,0.0,0.11,0.83
1211,Resident Evil: The Umbrella Chronicles,Wii,2007.0,Action,Capcom,0.68,0.43,0.29,0.14,1.54
2737,Tearaway,PSV,2013.0,Adventure,Sony Computer Entertainment Europe,0.17,0.39,0.0,0.19,0.75
9545,Backyard Baseball '09,DS,2008.0,Sports,Atari,0.12,0.0,0.0,0.01,0.13
433,Rhythm Heaven,DS,2008.0,Misc,Nintendo,0.58,0.51,1.93,0.14,3.17
5799,Music Maker,PS2,2001.0,Misc,Magix,0.15,0.12,0.0,0.04,0.31
10741,Retro Game Challenge (US sales),DS,2007.0,Action,Namco Bandai Games,0.1,0.0,0.0,0.0,0.1
6080,Penguin no Mondai: Saikyou Penguin Densetsu! A Penguin's Troubles,DS,2008.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.29,0.0,0.29
7746,Metro: Last Light,PC,2013.0,Action,Deep Silver,0.06,0.11,0.0,0.02,0.19
9192,Bottom of the 9th,PS,1996.0,Sports,Konami Digital Entertainment,0.08,0.05,0.0,0.01,0.14
8837,NBA ShootOut 2001,PS2,2001.0,Sports,Sony Computer Entertainment,0.07,0.06,0.0,0.02,0.15
4993,Fragile Dreams: Farewell Ruins of the Moon,Wii,2009.0,Role-Playing,Rising Star Games,0.17,0.12,0.06,0.03,0.38
4805,Harry Potter: Quidditch World Cup,GC,2003.0,Sports,Electronic Arts,0.31,0.08,0.0,0.01,0.4
8124,SingStar Motown,PS3,2009.0,Misc,Sony Computer Entertainment,0.0,0.16,0.0,0.02,0.18
11157,Resident Evil: Revelations 2,X360,2015.0,Action,Capcom,0.04,0.04,0.0,0.01,0.09
12078,Toy Soldiers: War Chest,PS4,2015.0,Action,Ubisoft,0.06,0.0,0.0,0.01,0.07
1987,Monster Rancher 2,PS,1998.0,Simulation,Sony Computer Entertainment,0.19,0.13,0.66,0.07,1.05
7794,Shrek: Forever After,PS3,2010.0,Platform,Activision,0.16,0.02,0.0,0.02,0.19
9603,DT Racer,PS2,2005.0,Racing,XS Games,0.06,0.05,0.0,0.02,0.13
13447,Hakuouki SSL: Sweet School Life,PSV,2014.0,Adventure,Idea Factory,0.0,0.0,0.05,0.0,0.05
13544,Gormiti: The Lords of Nature!,Wii,2010.0,Adventure,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04
5050,Dai-4-Ji Super Robot Taisen,SNES,1995.0,Strategy,Banpresto,0.0,0.0,0.38,0.0,0.38
4510,NCAA Football 2004,XB,2003.0,Sports,Electronic Arts,0.4,0.02,0.0,0.02,0.43
301,Professor Layton and the Diabolical Box,DS,2007.0,Puzzle,Nintendo,0.92,1.78,0.92,0.37,4.0
2138,Club Penguin: Game Day!,Wii,2010.0,Sports,Disney Interactive Studios,0.56,0.33,0.0,0.08,0.97
15203,Indigo Prophecy,PC,2005.0,Adventure,Atari,0.0,0.02,0.0,0.0,0.02
14561,Heathcliff! The Fast and the Furriest,Wii,2010.0,Racing,Storm City Games,0.03,0.0,0.0,0.0,0.03
3244,Vanquish,PS3,2010.0,Shooter,Sega,0.21,0.22,0.11,0.09,0.62
15869,San Goku Shi DS 2,DS,2007.0,Strategy,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
2702,Super Monkey Ball: Touch & Roll,DS,2005.0,Misc,Sega,0.7,0.01,0.0,0.06,0.76
14792,NHL 07,XB,2006.0,Sports,Electronic Arts,0.02,0.01,0.0,0.0,0.03
2519,MediEvil: Resurrection,PSP,2005.0,Adventure,Sony Computer Entertainment,0.19,0.41,0.0,0.22,0.82
7011,Tom Clancy's Splinter Cell,GC,2003.0,Action,Ubisoft,0.18,0.05,0.0,0.01,0.23
9296,Interactive Sampler Disc 6,PS,1997.0,Misc,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14
15485,Tom Clancy's Splinter Cell Classic Trilogy HD,PS3,2011.0,Action,Ubisoft,0.02,0.0,0.0,0.0,0.02
15770,Still Life 2,PC,2009.0,Adventure,Rondomedia,0.0,0.01,0.0,0.0,0.02
2668,Duke Nukem Forever,PS3,2011.0,Shooter,Take-Two Interactive,0.33,0.31,0.0,0.12,0.77
6630,The Suite Life of Zack & Cody: Tipton Trouble,DS,2006.0,Action,Disney Interactive Studios,0.23,0.0,0.0,0.02,0.25
13367,Taiko no Tatsujin Portable 2,PSP,2006.0,Misc,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
6324,Fushigi no Dungeon: Fuurai no Shiren GB: Tsukikagemura no Kaibutsu,GB,1996.0,Role-Playing,ChunSoft,0.0,0.0,0.27,0.0,0.27
12970,Fate/Unlimited Codes Portable,PSP,2009.0,Fighting,Capcom,0.0,0.0,0.05,0.0,0.05
11011,Project Eden,PS2,2001.0,Action,Eidos Interactive,0.04,0.03,0.0,0.01,0.09
12183,Nobunaga no Yabou: Tendou with Power-Up Kit,PS3,2011.0,Strategy,Tecmo Koei,0.0,0.0,0.07,0.0,0.07
16074,World Poker Tour,GBA,2005.0,Misc,Take-Two Interactive,0.01,0.0,0.0,0.0,0.01
1204,Watch Dogs,XOne,2014.0,Action,Ubisoft,0.9,0.53,0.0,0.13,1.55
6217,The Warriors,PSP,2007.0,Action,Take-Two Interactive,0.23,0.02,0.0,0.03,0.28
11704,Metal Gear Solid V: The Phantom Pain,PC,2015.0,Action,Konami Digital Entertainment,0.0,0.07,0.0,0.0,0.08
6809,Marvel vs. Capcom Origins,PS2,2006.0,Fighting,Capcom,0.11,0.08,0.02,0.03,0.24
120,Uncharted 2: Among Thieves,PS3,2009.0,Action,Sony Computer Entertainment,3.27,2.25,0.21,1.0,6.73
16440,The Cages: Pro Style Batting Practice,Wii,2010.0,Sports,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.01
2538,Tales of Destiny II,PS,2000.0,Role-Playing,Namco Bandai Games,0.06,0.04,0.66,0.05,0.81
8739,Paris-Dakar Rally,PS2,2001.0,Racing,Acclaim Entertainment,0.08,0.06,0.0,0.02,0.15
14781,GRID Autosport,PC,2014.0,Racing,Codemasters,0.0,0.02,0.0,0.0,0.03
8582,Power Stakes,PS,1997.0,Sports,Aques,0.0,0.0,0.15,0.01,0.16
1745,Final Fantasy Tactics: The War of the Lions,PSP,2007.0,Role-Playing,Square Enix,0.45,0.25,0.3,0.16,1.16
6707,L.A. Noire: The Complete Edition,PC,2011.0,Adventure,Take-Two Interactive,0.08,0.13,0.0,0.04,0.25
9441,Soccer Tsuku DS: World Challenge 2010,DS,2010.0,Sports,Sega,0.0,0.0,0.13,0.0,0.13
3124,Mary-Kate and Ashley: Magical Mystery Mall,PS,2000.0,Adventure,Acclaim Entertainment,0.36,0.24,0.0,0.04,0.65
9702,Homefront: The Revolution,XOne,2016.0,Shooter,Deep Silver,0.05,0.07,0.0,0.01,0.12
4458,"SpongeBob SquarePants: Lights, Camera, Pants!",GC,2005.0,Misc,THQ,0.34,0.09,0.0,0.01,0.44
5461,Wipeout 2,Wii,2011.0,Misc,Activision,0.31,0.0,0.0,0.02,0.33
11937,Operation Darkness,X360,2007.0,Role-Playing,Success,0.07,0.0,0.0,0.0,0.07
4051,Doom 3 BFG Edition,X360,2012.0,Shooter,Bethesda Softworks,0.28,0.17,0.0,0.04,0.49
11076,Scrabble,PSP,2009.0,Misc,Electronic Arts,0.08,0.0,0.0,0.01,0.09
13039,DokiDoki Majo Shinpan!,DS,2007.0,Adventure,SNK Playmore,0.0,0.0,0.05,0.0,0.05
7092,Final Fantasy XI: Treasures of Aht Urhgan,PS2,2006.0,Role-Playing,Square Enix,0.06,0.05,0.1,0.02,0.23
14929,Ghost Pirates of Vooju Island,PC,2009.0,Adventure,DTP Entertainment,0.0,0.02,0.0,0.0,0.02
4896,Bump 'n' Jump,2600,1982.0,Racing,Mattel Interactive,0.37,0.02,0.0,0.0,0.39
11077,Samurai Warriors 4: Empires,PS4,2015.0,Action,Tecmo Koei,0.02,0.01,0.05,0.01,0.09
5517,DECA Sports Freedom,X360,2010.0,Sports,Hudson Soft,0.27,0.04,0.0,0.02,0.33
379,Star Wars Battlefront (2015),XOne,2015.0,Shooter,Electronic Arts,1.94,1.22,0.02,0.31,3.49
5030,Elite Beat Agents,DS,2006.0,Misc,Nintendo,0.31,0.03,0.0,0.03,0.38
12839,Gladiator: Sword of Vengeance,XB,2003.0,Action,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.05
715,Minecraft,PSV,2014.0,Misc,Sony Computer Entertainment Europe,0.28,0.79,0.87,0.32,2.25
2453,Sniper Elite V2,X360,2012.0,Shooter,505 Games,0.46,0.29,0.02,0.07,0.85
2695,MTV Celebrity Deathmatch,PS2,2003.0,Fighting,Gotham Games,0.37,0.29,0.0,0.1,0.76
15892,Sora no Otoshimono Forte: Dreamy Season,DS,2011.0,Adventure,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02
9291,Dragon Age Origins: Awakening,PC,2010.0,Role-Playing,Electronic Arts,0.01,0.1,0.0,0.02,0.14
5595,NHL Breakaway 98,N64,1998.0,Sports,Acclaim Entertainment,0.3,0.02,0.0,0.0,0.32
7607,No More Heroes: Heroes' Paradise,PS3,2010.0,Action,Konami Digital Entertainment,0.1,0.04,0.04,0.02,0.2
10997,Skies of Arcadia,DC,2000.0,Role-Playing,Sega,0.0,0.0,0.09,0.0,0.09
11407,One Piece: Romance Dawn - Bouken no Yoake,3DS,2013.0,Fighting,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08
4712,300: March to Glory,PSP,2007.0,Action,Warner Bros. Interactive Entertainment,0.27,0.08,0.0,0.06,0.41
5861,24: The Game,PS2,2006.0,Adventure,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.3
5265,CSI: Deadly Intent - The Hidden Cases,DS,2009.0,Adventure,Ubisoft,0.16,0.16,0.0,0.04,0.35
13244,Capcom vs. SNK: Millennium Fight 2000 Pro,DC,2001.0,Fighting,Capcom,0.0,0.0,0.05,0.0,0.05
15919,Powerbike,DS,2009.0,Racing,Majesco Entertainment,0.01,0.0,0.0,0.0,0.02
1466,MVP Baseball 2004,PS2,2004.0,Sports,Electronic Arts,1.1,0.06,0.0,0.18,1.34
8432,Sumikko Gurashi: Koko ga Ochitsukundesu,3DS,2014.0,Action,Nippon Columbia,0.0,0.0,0.17,0.0,0.17
7057,Cabela's Outdoor Adventures (2009),PS3,2009.0,Sports,Activision Value,0.21,0.0,0.0,0.02,0.23
1516,Yu-Gi-Oh! The Sacred Cards,GBA,2002.0,Role-Playing,Konami Digital Entertainment,0.94,0.35,0.0,0.02,1.3
210,Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,DS,2007.0,Role-Playing,Nintendo,1.85,1.2,1.54,0.37,4.96
2371,Cooking Mama: World Kitchen,Wii,2008.0,Simulation,505 Games,0.51,0.28,0.01,0.08,0.88
10958,Destroy All Humans! Path of the Furon,PS3,2009.0,Action,THQ,0.0,0.08,0.0,0.01,0.09
10742,EyeToy: Operation Spy,PS2,2005.0,Action,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.1
11783,Picture Perfect Hair Salon,DS,2009.0,Simulation,505 Games,0.07,0.0,0.0,0.01,0.07
12944,DoDonPachi Resurrection,X360,2010.0,Shooter,Rising Star Games,0.0,0.05,0.0,0.01,0.05
3945,Wolfenstein: The New Order,PS3,2014.0,Shooter,Bethesda Softworks,0.14,0.25,0.02,0.09,0.51
15496,Otoko Yukaku,PSV,2015.0,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02
13222,Winter Sports 3: The Great Tournament,Wii,2010.0,Sports,Tradewest,0.02,0.02,0.0,0.0,0.05
11542,Looney Tunes: Galactic Sports,PSV,2015.0,Action,Sony Computer Entertainment,0.0,0.06,0.0,0.02,0.08
11067,Super Robot Wars OG: The Moon Dwellers,PS4,2016.0,Misc,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09
4928,Age of Empires III,PC,2005.0,Strategy,Microsoft Game Studios,0.0,0.32,0.0,0.07,0.39
9319,Tom Clancy's Ghost Recon,Wii,2010.0,Shooter,Ubisoft,0.11,0.01,0.0,0.01,0.14
3076,Fist of the North Star: Ken's Rage,PS3,2010.0,Action,Ubisoft Annecy,0.06,0.03,0.55,0.02,0.66
10357,Sudokuro,DS,2007.0,Puzzle,Crave Entertainment,0.1,0.0,0.0,0.01,0.11
1957,DJ Hero,X360,2009.0,Misc,Activision,0.56,0.4,0.0,0.11,1.06
10195,Pac-Man World 2,GBA,2005.0,Action,Zoo Digital Publishing,0.08,0.03,0.0,0.0,0.11
1654,Fuzion Frenzy,XB,2001.0,Misc,Microsoft Game Studios,0.93,0.24,0.0,0.04,1.21
12949,Choujikuu Yousai Macross: Do You Remember Love,PS3,2012.0,Shooter,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
3414,Extreme-G,N64,1997.0,Racing,Acclaim Entertainment,0.47,0.11,0.0,0.01,0.59
1446,Mortal Kombat X,XOne,2015.0,Fighting,Warner Bros. Interactive Entertainment,1.0,0.21,0.0,0.13,1.35
14886,Tank Beat,DS,2006.0,Strategy,Midas Interactive Entertainment,0.01,0.01,0.0,0.0,0.03
16023,Uppers,PSV,2016.0,Action,Marvelous Entertainment,0.0,0.0,0.01,0.0,0.01
4557,TRON: Evolution,PS3,2010.0,Action,Disney Interactive Studios,0.27,0.1,0.0,0.05,0.43
13122,Arx Fatalis,XB,2003.0,Role-Playing,Mindscape,0.04,0.01,0.0,0.0,0.05
16507,Mystereet,PS2,2006.0,Adventure,Yeti,0.0,0.0,0.01,0.0,0.01
7217,Imagine: Boutique Owner,DS,2009.0,Simulation,Ubisoft,0.2,0.0,0.0,0.02,0.22
3862,That's So Raven 2: Supernatural Style,GBA,2005.0,Adventure,Disney Interactive Studios,0.37,0.14,0.0,0.01,0.52
14507,Downstream Panic!,PSP,2008.0,Action,Atari,0.03,0.0,0.0,0.0,0.03
764,Super Mario RPG: Legend of the Seven Stars,SNES,1996.0,Role-Playing,Nintendo,0.66,0.0,1.45,0.03,2.14
9449,Diablo II,PC,2000.0,Role-Playing,Havas Interactive,0.01,0.09,0.0,0.02,0.13
12238,"Warhammer 40,000: Squad Command",DS,2007.0,Strategy,THQ,0.05,0.01,0.0,0.01,0.07
7027,LEGO The Hobbit,WiiU,2014.0,Action,Warner Bros. Interactive Entertainment,0.1,0.11,0.0,0.02,0.23
